,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
2153,Salt Lake City,Utah,40.766999999999996,-111.8904,Little Rock,Arkansas,34.7465,-92.2896,1145.9185578367258,0
193,Little Rock,Arkansas,34.7465,-92.2896,Salt Lake City,Utah,40.766999999999996,-111.8904,1145.9185578367258,1
30,Montgomery,Alabama,32.367,-86.3006,Santa Fe,New Mexico,35.687,-105.9378,1145.9305617260907,0
1500,Santa Fe,New Mexico,35.687,-105.9378,Montgomery,Alabama,32.367,-86.3006,1145.9305617260907,1
1573,Albany,New York,42.6512,-73.755,Jackson,Mississippi,32.299,-90.1848,1147.1192323828207,0
1181,Jackson,Mississippi,32.299,-90.1848,Albany,New York,42.6512,-73.755,1147.1192323828207,1
1274,Helena,Montana,46.5927,-112.0361,Jefferson City,Missouri,38.5774,-92.1724,1148.0576004860975,0
1225,Jefferson City,Missouri,38.5774,-92.1724,Helena,Montana,46.5927,-112.0361,1148.0576004860975,1
1183,Jackson,Mississippi,32.299,-90.1848,Bismarck,North Dakota,46.8083,-100.7837,1148.5017930961376,0
1673,Bismarck,North Dakota,46.8083,-100.7837,Jackson,Mississippi,32.299,-90.1848,1148.5017930961376,1
444,Tallahassee,Florida,30.4381,-84.2809,Montpelier,Vermont,44.2604,-72.5757,1148.9968270996553,0
2208,Montpelier,Vermont,44.2604,-72.5757,Tallahassee,Florida,30.4381,-84.2809,1148.9968270996553,1
1476,Trenton,New Jersey,40.2171,-74.7429,Lincoln,Nebraska,40.8,-96.6678,1149.8274334905022,0
1329,Lincoln,Nebraska,40.8,-96.6678,Trenton,New Jersey,40.2171,-74.7429,1149.8274334905022,1
711,Des Monies,Iowa,41.5872,-93.6219,Boise,Idaho,43.6166,-116.2008,1153.5888085095155,0
564,Boise,Idaho,43.6166,-116.2008,Des Monies,Iowa,41.5872,-93.6219,1153.5888085095155,1
702,Des Monies,Iowa,41.5872,-93.6219,Phoenix,Arizona,33.4486,-112.0773,1154.0795594240853,0
114,Phoenix,Arizona,33.4486,-112.0773,Des Monies,Iowa,41.5872,-93.6219,1154.0795594240853,1
2133,Austin,Texas,30.2711,-97.7437,Bismarck,North Dakota,46.8083,-100.7837,1154.4850846297481,0
1692,Bismarck,North Dakota,46.8083,-100.7837,Austin,Texas,30.2711,-97.7437,1154.4850846297481,1
720,Des Monies,Iowa,41.5872,-93.6219,Boston,Massachusetts,42.3603,-71.0583,1157.2267993316518,0
1014,Boston,Massachusetts,42.3603,-71.0583,Des Monies,Iowa,41.5872,-93.6219,1157.2267993316518,1
250,Denver,Colorado,39.7392,-104.9849,Montgomery,Alabama,32.367,-86.3006,1158.6015091649647,0
5,Montgomery,Alabama,32.367,-86.3006,Denver,Colorado,39.7392,-104.9849,1158.6015091649647,1
2004,Pierre,South Dakoda,44.3684,-100.354,Sacramento,California,38.5816,-121.4944,1161.4661215189367,0
240,Sacramento,California,38.5816,-121.4944,Pierre,South Dakoda,44.3684,-100.354,1161.4661215189367,1
1156,Jackson,Mississippi,32.299,-90.1848,Hartford,Connecticut,41.7646,-72.6909,1162.4356686442966,0
323,Hartford,Connecticut,41.7646,-72.6909,Jackson,Mississippi,32.299,-90.1848,1162.4356686442966,1
284,Denver,Colorado,39.7392,-104.9849,Columbus,Ohio,39.9623,-83.0007,1163.635391334867,0
1705,Columbus,Ohio,39.9623,-83.0007,Denver,Colorado,39.7392,-104.9849,1163.635391334867,1
2198,Salt Lake City,Utah,40.766999999999996,-111.8904,Madison,Wisconsin,43.0748,-89.3838,1164.7872432806585,0
2443,Madison,Wisconsin,43.0748,-89.3838,Salt Lake City,Utah,40.766999999999996,-111.8904,1164.7872432806585,1
1202,Jefferson City,Missouri,38.5774,-92.1724,Phoenix,Arizona,33.4486,-112.0773,1165.1222935345613,0
124,Phoenix,Arizona,33.4486,-112.0773,Jefferson City,Missouri,38.5774,-92.1724,1165.1222935345613,1
156,Little Rock,Arkansas,34.7465,-92.2896,Hartford,Connecticut,41.7646,-72.6909,1165.4971156875338,0
303,Hartford,Connecticut,41.7646,-72.6909,Little Rock,Arkansas,34.7465,-92.2896,1165.4971156875338,1
1642,Raleigh,North Carolina,35.7804,-78.6391,Austin,Texas,30.2711,-97.7437,1168.353902532985,0
2132,Austin,Texas,30.2711,-97.7437,Raleigh,North Carolina,35.7804,-78.6391,1168.353902532985,1
1565,Albany,New York,42.6512,-73.755,Topeka,Kansas,39.049,-95.6776,1169.3020574392615,0
781,Topeka,Kansas,39.049,-95.6776,Albany,New York,42.6512,-73.755,1169.3020574392615,1
1787,Oklahoma City,Oklahoma,35.473,-97.5171,Harrisburg,Pennsylvania,40.2663,-76.8861,1170.2632831805313,0
1885,Harrisburg,Pennsylvania,40.2663,-76.8861,Oklahoma City,Oklahoma,35.473,-97.5171,1170.2632831805313,1
643,Springfield,Illinios,39.7997,-89.6475,Salt Lake City,Utah,40.766999999999996,-111.8904,1171.5142851304324,0
2162,Salt Lake City,Utah,40.766999999999996,-111.8904,Springfield,Illinios,39.7997,-89.6475,1171.5142851304324,1
830,Frankfort,Kentucky,38.2009,-84.8733,Santa Fe,New Mexico,35.687,-105.9378,1173.8592778697557,0
1516,Santa Fe,New Mexico,35.687,-105.9378,Frankfort,Kentucky,38.2009,-84.8733,1173.8592778697557,1
1546,Santa Fe,New Mexico,35.687,-105.9378,Olympia,Washington,47.0451,-122.895,1174.3077286026423,0
2330,Olympia,Washington,47.0451,-122.895,Santa Fe,New Mexico,35.687,-105.9378,1174.3077286026423,1
985,Annapolis,Maryland,38.9786,-76.4928,Oklahoma City,Oklahoma,35.473,-97.5171,1179.3057843269357,0
1769,Oklahoma City,Oklahoma,35.473,-97.5171,Annapolis,Maryland,38.9786,-76.4928,1179.3057843269357,1
1331,Lincoln,Nebraska,40.8,-96.6678,Albany,New York,42.6512,-73.755,1185.154008878661,0
1576,Albany,New York,42.6512,-73.755,Lincoln,Nebraska,40.8,-96.6678,1185.154008878661,1
2450,Cheyenne,Wyoming,41.14,-104.82,Montgomery,Alabama,32.367,-86.3006,1187.6746997456114,0
49,Montgomery,Alabama,32.367,-86.3006,Cheyenne,Wyoming,41.14,-104.82,1187.6746997456114,1
1654,Bismarck,North Dakota,46.8083,-100.7837,Sacramento,California,38.5816,-121.4944,1190.7073694779624,0
233,Sacramento,California,38.5816,-121.4944,Bismarck,North Dakota,46.8083,-100.7837,1190.7073694779624,1
455,Atlanta,Georgia,33.7491,-84.3902,Denver,Colorado,39.7392,-104.9849,1210.0149455804583,0
259,Denver,Colorado,39.7392,-104.9849,Atlanta,Georgia,33.7491,-84.3902,1210.0149455804583,1
18,Montgomery,Alabama,32.367,-86.3006,Augusta,Maine,44.3106,-69.7797,1213.6773449014415,0
900,Augusta,Maine,44.3106,-69.7797,Montgomery,Alabama,32.367,-86.3006,1213.6773449014415,1
914,Augusta,Maine,44.3106,-69.7797,Des Monies,Iowa,41.5872,-93.6219,1216.33449255828,0
718,Des Monies,Iowa,41.5872,-93.6219,Augusta,Maine,44.3106,-69.7797,1216.33449255828,1
625,Springfield,Illinios,39.7997,-89.6475,Helena,Montana,46.5927,-112.0361,1216.5117613899572,0
1262,Helena,Montana,46.5927,-112.0361,Springfield,Illinios,39.7997,-89.6475,1216.5117613899572,1
756,Topeka,Kansas,39.049,-95.6776,Hartford,Connecticut,41.7646,-72.6909,1220.472609386436,0
315,Hartford,Connecticut,41.7646,-72.6909,Topeka,Kansas,39.049,-95.6776,1220.472609386436,1
1218,Jefferson City,Missouri,38.5774,-92.1724,Augusta,Maine,44.3106,-69.7797,1221.3239272422552,0
924,Augusta,Maine,44.3106,-69.7797,Jefferson City,Missouri,38.5774,-92.1724,1221.3239272422552,1
1923,Providence,Rhoda Island,41.8249,-71.4136,Jackson,Mississippi,32.299,-90.1848,1222.7286794054546,0
1188,Jackson,Mississippi,32.299,-90.1848,Providence,Rhoda Island,41.8249,-71.4136,1222.7286794054546,1
1376,Carson City,Neveda,39.1695,-119.766,Lincoln,Nebraska,40.8,-96.6678,1224.8271190434843,0
1327,Lincoln,Nebraska,40.8,-96.6678,Carson City,Neveda,39.1695,-119.766,1224.8271190434843,1
2037,Pierre,South Dakoda,44.3684,-100.354,Harrisburg,Pennsylvania,40.2663,-76.8861,1227.7940930522393,0
1890,Harrisburg,Pennsylvania,40.2663,-76.8861,Pierre,South Dakoda,44.3684,-100.354,1227.7940930522393,1
2459,Cheyenne,Wyoming,41.14,-104.82,Atlanta,Georgia,33.7491,-84.3902,1227.9749722313404,0
499,Atlanta,Georgia,33.7491,-84.3902,Cheyenne,Wyoming,41.14,-104.82,1227.9749722313404,1
1509,Santa Fe,New Mexico,35.687,-105.9378,Atlanta,Georgia,33.7491,-84.3902,1228.937404140889,0
480,Atlanta,Georgia,33.7491,-84.3902,Santa Fe,New Mexico,35.687,-105.9378,1228.937404140889,1
1903,Providence,Rhoda Island,41.8249,-71.4136,Little Rock,Arkansas,34.7465,-92.2896,1229.5533052413866,0
188,Little Rock,Arkansas,34.7465,-92.2896,Providence,Rhoda Island,41.8249,-71.4136,1229.5533052413866,1
75,Juneau,Alaska,58.3019,-134.4197,Helena,Montana,46.5927,-112.0361,1232.1143941438236,0
1251,Helena,Montana,46.5927,-112.0361,Juneau,Alaska,58.3019,-134.4197,1232.1143941438236,1
1757,Oklahoma City,Oklahoma,35.473,-97.5171,Dover,Delaware,39.1582,-75.5244,1232.1764026860853,0
385,Dover,Delaware,39.1582,-75.5244,Oklahoma City,Oklahoma,35.473,-97.5171,1232.1764026860853,1
194,Little Rock,Arkansas,34.7465,-92.2896,Montpelier,Vermont,44.2604,-72.5757,1235.0918191523408,0
2203,Montpelier,Vermont,44.2604,-72.5757,Little Rock,Arkansas,34.7465,-92.2896,1235.0918191523408,1
1080,Lansing,Michigan,42.7338,-84.5554,Santa Fe,New Mexico,35.687,-105.9378,1239.8907925687058,0
1521,Santa Fe,New Mexico,35.687,-105.9378,Lansing,Michigan,42.7338,-84.5554,1239.8907925687058,1
117,Phoenix,Arizona,33.4486,-112.0773,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1240.3807190866191,0
852,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Phoenix,Arizona,33.4486,-112.0773,1240.3807190866191,1
2215,Montpelier,Vermont,44.2604,-72.5757,Topeka,Kansas,39.049,-95.6776,1241.3971675714413,0
794,Topeka,Kansas,39.049,-95.6776,Montpelier,Vermont,44.2604,-72.5757,1241.3971675714413,1
1667,Bismarck,North Dakota,46.8083,-100.7837,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1241.681830530986,0
883,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Bismarck,North Dakota,46.8083,-100.7837,1241.681830530986,1
418,Tallahassee,Florida,30.4381,-84.2809,Augusta,Maine,44.3106,-69.7797,1242.520283608548,0
908,Augusta,Maine,44.3106,-69.7797,Tallahassee,Florida,30.4381,-84.2809,1242.520283608548,1
1306,Lincoln,Nebraska,40.8,-96.6678,Hartford,Connecticut,41.7646,-72.6909,1243.0544282233068,0
326,Hartford,Connecticut,41.7646,-72.6909,Lincoln,Nebraska,40.8,-96.6678,1243.0544282233068,1
2497,Cheyenne,Wyoming,41.14,-104.82,Charleston,West Virginia,38.3506,-81.6333,1243.3843328633877,0
2399,Charleston,West Virginia,38.3506,-81.6333,Cheyenne,Wyoming,41.14,-104.82,1243.3843328633877,1
1659,Bismarck,North Dakota,46.8083,-100.7837,Atlanta,Georgia,33.7491,-84.3902,1244.7811628212473,0
483,Atlanta,Georgia,33.7491,-84.3902,Bismarck,North Dakota,46.8083,-100.7837,1244.7811628212473,1
2226,Montpelier,Vermont,44.2604,-72.5757,Lincoln,Nebraska,40.8,-96.6678,1245.4201334821378,0
1344,Lincoln,Nebraska,40.8,-96.6678,Montpelier,Vermont,44.2604,-72.5757,1245.4201334821378,1
1385,Carson City,Neveda,39.1695,-119.766,Oklahoma City,Oklahoma,35.473,-97.5171,1245.9218434958425,0
1777,Oklahoma City,Oklahoma,35.473,-97.5171,Carson City,Neveda,39.1695,-119.766,1245.9218434958425,1
2355,Charleston,West Virginia,38.3506,-81.6333,Denver,Colorado,39.7392,-104.9849,1253.5883028128371,0
297,Denver,Colorado,39.7392,-104.9849,Charleston,West Virginia,38.3506,-81.6333,1253.5883028128371,1
1990,Columbia,South Carolina,34.0007,-81.0343,Pierre,South Dakoda,44.3684,-100.354,1253.7293149287582,0
2039,Pierre,South Dakoda,44.3684,-100.354,Columbia,South Carolina,34.0007,-81.0343,1253.7293149287582,1
1403,Concord,New Hampshire,43.2072,-71.5375,Little Rock,Arkansas,34.7465,-92.2896,1254.2229829490002,0
178,Little Rock,Arkansas,34.7465,-92.2896,Concord,New Hampshire,43.2072,-71.5375,1254.2229829490002,1
1170,Jackson,Mississippi,32.299,-90.1848,Boston,Massachusetts,42.3603,-71.0583,1255.730405297394,0
1023,Boston,Massachusetts,42.3603,-71.0583,Jackson,Mississippi,32.299,-90.1848,1255.730405297394,1
1650,Bismarck,North Dakota,46.8083,-100.7837,Montgomery,Alabama,32.367,-86.3006,1257.1283197065643,0
33,Montgomery,Alabama,32.367,-86.3006,Bismarck,North Dakota,46.8083,-100.7837,1257.1283197065643,1
1003,Boston,Massachusetts,42.3603,-71.0583,Little Rock,Arkansas,34.7465,-92.2896,1257.875626249989,0
170,Little Rock,Arkansas,34.7465,-92.2896,Boston,Massachusetts,42.3603,-71.0583,1257.875626249989,1
2223,Montpelier,Vermont,44.2604,-72.5757,Jackson,Mississippi,32.299,-90.1848,1258.5302914143756,0
1194,Jackson,Mississippi,32.299,-90.1848,Montpelier,Vermont,44.2604,-72.5757,1258.5302914143756,1
1423,Concord,New Hampshire,43.2072,-71.5375,Jackson,Mississippi,32.299,-90.1848,1262.7385397544404,0
1178,Jackson,Mississippi,32.299,-90.1848,Concord,New Hampshire,43.2072,-71.5375,1262.7385397544404,1
2292,Richmond,Virginia,37.5385,-77.4343,Austin,Texas,30.2711,-97.7437,1265.222585085249,0
2145,Austin,Texas,30.2711,-97.7437,Richmond,Virginia,37.5385,-77.4343,1265.222585085249,1
123,Phoenix,Arizona,33.4486,-112.0773,Jackson,Mississippi,32.299,-90.1848,1270.9423063867873,0
1152,Jackson,Mississippi,32.299,-90.1848,Phoenix,Arizona,33.4486,-112.0773,1270.9423063867873,1
1883,Harrisburg,Pennsylvania,40.2663,-76.8861,Bismarck,North Dakota,46.8083,-100.7837,1273.7273385396306,0
1687,Bismarck,North Dakota,46.8083,-100.7837,Harrisburg,Pennsylvania,40.2663,-76.8861,1273.7273385396306,1
1567,Albany,New York,42.6512,-73.755,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1279.2416106050678,0
881,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Albany,New York,42.6512,-73.755,1279.2416106050678,1
61,Juneau,Alaska,58.3019,-134.4197,Boise,Idaho,43.6166,-116.2008,1279.3883237518965,0
551,Boise,Idaho,43.6166,-116.2008,Juneau,Alaska,58.3019,-134.4197,1279.3883237518965,1
2290,Richmond,Virginia,37.5385,-77.4343,Pierre,South Dakoda,44.3684,-100.354,1280.765067215598,0
2045,Pierre,South Dakoda,44.3684,-100.354,Richmond,Virginia,37.5385,-77.4343,1280.765067215598,1
1779,Oklahoma City,Oklahoma,35.473,-97.5171,Trenton,New Jersey,40.2171,-74.7429,1281.5215259640918,0
1485,Trenton,New Jersey,40.2171,-74.7429,Oklahoma City,Oklahoma,35.473,-97.5171,1281.5215259640918,1
2019,Pierre,South Dakoda,44.3684,-100.354,Annapolis,Maryland,38.9786,-76.4928,1281.6586759275046,0
990,Annapolis,Maryland,38.9786,-76.4928,Pierre,South Dakoda,44.3684,-100.354,1281.6586759275046,1
1730,Columbus,Ohio,39.9623,-83.0007,Santa Fe,New Mexico,35.687,-105.9378,1282.7177701582536,0
1534,Santa Fe,New Mexico,35.687,-105.9378,Columbus,Ohio,39.9623,-83.0007,1282.7177701582536,1
778,Topeka,Kansas,39.049,-95.6776,Concord,New Hampshire,43.2072,-71.5375,1284.3386347303826,0
1415,Concord,New Hampshire,43.2072,-71.5375,Topeka,Kansas,39.049,-95.6776,1284.3386347303826,1
122,Phoenix,Arizona,33.4486,-112.0773,St. Paul,Minnesota,44.9504,-93.1015,1284.7995237705827,0
1102,St. Paul,Minnesota,44.9504,-93.1015,Phoenix,Arizona,33.4486,-112.0773,1284.7995237705827,1
788,Topeka,Kansas,39.049,-95.6776,Providence,Rhoda Island,41.8249,-71.4136,1286.342306962132,0
1915,Providence,Rhoda Island,41.8249,-71.4136,Topeka,Kansas,39.049,-95.6776,1286.342306962132,1
2032,Pierre,South Dakoda,44.3684,-100.354,Raleigh,North Carolina,35.7804,-78.6391,1287.2174572117847,0
1640,Raleigh,North Carolina,35.7804,-78.6391,Pierre,South Dakoda,44.3684,-100.354,1287.2174572117847,1
777,Topeka,Kansas,39.049,-95.6776,Carson City,Neveda,39.1695,-119.766,1288.049756463645,0
1365,Carson City,Neveda,39.1695,-119.766,Topeka,Kansas,39.049,-95.6776,1288.049756463645,1
856,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Hartford,Connecticut,41.7646,-72.6909,1290.9243581800874,0
317,Hartford,Connecticut,41.7646,-72.6909,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1290.9243581800874,1
574,Boise,Idaho,43.6166,-116.2008,Jefferson City,Missouri,38.5774,-92.1724,1293.9428182497838,0
1211,Jefferson City,Missouri,38.5774,-92.1724,Boise,Idaho,43.6166,-116.2008,1293.9428182497838,1
1426,Concord,New Hampshire,43.2072,-71.5375,Lincoln,Nebraska,40.8,-96.6678,1296.3966569713384,0
1328,Lincoln,Nebraska,40.8,-96.6678,Concord,New Hampshire,43.2072,-71.5375,1296.3966569713384,1
440,Tallahassee,Florida,30.4381,-84.2809,Pierre,South Dakoda,44.3684,-100.354,1301.2398282127494,0
2008,Pierre,South Dakoda,44.3684,-100.354,Tallahassee,Florida,30.4381,-84.2809,1301.2398282127494,1
1508,Santa Fe,New Mexico,35.687,-105.9378,Tallahassee,Florida,30.4381,-84.2809,1302.7318781090783,0
430,Tallahassee,Florida,30.4381,-84.2809,Santa Fe,New Mexico,35.687,-105.9378,1302.7318781090783,1
770,Topeka,Kansas,39.049,-95.6776,Boston,Massachusetts,42.3603,-71.0583,1305.3012335070862,0
1015,Boston,Massachusetts,42.3603,-71.0583,Topeka,Kansas,39.049,-95.6776,1305.3012335070862,1
1926,Providence,Rhoda Island,41.8249,-71.4136,Lincoln,Nebraska,40.8,-96.6678,1308.2286996790267,0
1338,Lincoln,Nebraska,40.8,-96.6678,Providence,Rhoda Island,41.8249,-71.4136,1308.2286996790267,1
175,Little Rock,Arkansas,34.7465,-92.2896,Helena,Montana,46.5927,-112.0361,1313.4197776512092,0
1253,Helena,Montana,46.5927,-112.0361,Little Rock,Arkansas,34.7465,-92.2896,1313.4197776512092,1
112,Phoenix,Arizona,33.4486,-112.0773,Springfield,Illinios,39.7997,-89.6475,1315.0361521562847,0
602,Springfield,Illinios,39.7997,-89.6475,Phoenix,Arizona,33.4486,-112.0773,1315.0361521562847,1
1026,Boston,Massachusetts,42.3603,-71.0583,Lincoln,Nebraska,40.8,-96.6678,1323.3695282574092,0
1320,Lincoln,Nebraska,40.8,-96.6678,Boston,Massachusetts,42.3603,-71.0583,1323.3695282574092,1
2007,Pierre,South Dakoda,44.3684,-100.354,Dover,Delaware,39.1582,-75.5244,1323.9666914414113,0
390,Dover,Delaware,39.1582,-75.5244,Pierre,South Dakoda,44.3684,-100.354,1323.9666914414113,1
1304,Lincoln,Nebraska,40.8,-96.6678,Sacramento,California,38.5816,-121.4944,1324.7737332478325,0
226,Sacramento,California,38.5816,-121.4944,Lincoln,Nebraska,40.8,-96.6678,1324.7737332478325,1
258,Denver,Colorado,39.7392,-104.9849,Tallahassee,Florida,30.4381,-84.2809,1331.090345792475,0
405,Tallahassee,Florida,30.4381,-84.2809,Denver,Colorado,39.7392,-104.9849,1331.090345792475,1
2031,Pierre,South Dakoda,44.3684,-100.354,Albany,New York,42.6512,-73.755,1332.6815922555745,0
1590,Albany,New York,42.6512,-73.755,Pierre,South Dakoda,44.3684,-100.354,1332.6815922555745,1
2029,Pierre,South Dakoda,44.3684,-100.354,Trenton,New Jersey,40.2171,-74.7429,1334.5997354979052,0
1490,Trenton,New Jersey,40.2171,-74.7429,Pierre,South Dakoda,44.3684,-100.354,1334.5997354979052,1
2173,Salt Lake City,Utah,40.766999999999996,-111.8904,Jackson,Mississippi,32.299,-90.1848,1335.045490072889,0
1193,Jackson,Mississippi,32.299,-90.1848,Salt Lake City,Utah,40.766999999999996,-111.8904,1335.045490072889,1
235,Sacramento,California,38.5816,-121.4944,Oklahoma City,Oklahoma,35.473,-97.5171,1336.4209366784519,0
1754,Oklahoma City,Oklahoma,35.473,-97.5171,Sacramento,California,38.5816,-121.4944,1336.4209366784519,1
983,Annapolis,Maryland,38.9786,-76.4928,Bismarck,North Dakota,46.8083,-100.7837,1336.6560878514972,0
1669,Bismarck,North Dakota,46.8083,-100.7837,Annapolis,Maryland,38.9786,-76.4928,1336.6560878514972,1
2411,Madison,Wisconsin,43.0748,-89.3838,Boise,Idaho,43.6166,-116.2008,1342.5283239397606,0
598,Boise,Idaho,43.6166,-116.2008,Madison,Wisconsin,43.0748,-89.3838,1342.5283239397606,1
992,Annapolis,Maryland,38.9786,-76.4928,Austin,Texas,30.2711,-97.7437,1345.6069353908174,0
2119,Austin,Texas,30.2711,-97.7437,Annapolis,Maryland,38.9786,-76.4928,1345.6069353908174,1
1695,Bismarck,North Dakota,46.8083,-100.7837,Richmond,Virginia,37.5385,-77.4343,1349.4863396258138,0
2283,Richmond,Virginia,37.5385,-77.4343,Bismarck,North Dakota,46.8083,-100.7837,1349.4863396258138,1
1547,Santa Fe,New Mexico,35.687,-105.9378,Charleston,West Virginia,38.3506,-81.6333,1349.8206349597408,0
2380,Charleston,West Virginia,38.3506,-81.6333,Santa Fe,New Mexico,35.687,-105.9378,1349.8206349597408,1
888,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Providence,Rhoda Island,41.8249,-71.4136,1349.8540183987461,0
1917,Providence,Rhoda Island,41.8249,-71.4136,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1349.8540183987461,1
1681,Bismarck,North Dakota,46.8083,-100.7837,Albany,New York,42.6512,-73.755,1350.7575366864976,0
1583,Albany,New York,42.6512,-73.755,Bismarck,North Dakota,46.8083,-100.7837,1350.7575366864976,1
693,Indianapolis,Indiana,39.7683,-86.1584,Salt Lake City,Utah,40.766999999999996,-111.8904,1353.9200896175225,0
2163,Salt Lake City,Utah,40.766999999999996,-111.8904,Indianapolis,Indiana,39.7683,-86.1584,1353.9200896175225,1
1689,Bismarck,North Dakota,46.8083,-100.7837,Columbia,South Carolina,34.0007,-81.0343,1358.3507078814982,0
1983,Columbia,South Carolina,34.0007,-81.0343,Bismarck,North Dakota,46.8083,-100.7837,1358.3507078814982,1
2167,Salt Lake City,Utah,40.766999999999996,-111.8904,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1359.3793014788137,0
893,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Salt Lake City,Utah,40.766999999999996,-111.8904,1359.3793014788137,1
1826,Salem,Oregon,44.9392,-123.0331,Lincoln,Nebraska,40.8,-96.6678,1359.4132195747209,0
1336,Lincoln,Nebraska,40.8,-96.6678,Salem,Oregon,44.9392,-123.0331,1359.4132195747209,1
2137,Austin,Texas,30.2711,-97.7437,Harrisburg,Pennsylvania,40.2663,-76.8861,1359.6156787023897,0
1892,Harrisburg,Pennsylvania,40.2663,-76.8861,Austin,Texas,30.2711,-97.7437,1359.6156787023897,1
1585,Albany,New York,42.6512,-73.755,Oklahoma City,Oklahoma,35.473,-97.5171,1362.5709047957382,0
1781,Oklahoma City,Oklahoma,35.473,-97.5171,Albany,New York,42.6512,-73.755,1362.5709047957382,1
2458,Cheyenne,Wyoming,41.14,-104.82,Tallahassee,Florida,30.4381,-84.2809,1363.1920725016353,0
449,Tallahassee,Florida,30.4381,-84.2809,Cheyenne,Wyoming,41.14,-104.82,1363.1920725016353,1
1292,Helena,Montana,46.5927,-112.0361,Austin,Texas,30.2711,-97.7437,1363.2128891972868,0
2125,Austin,Texas,30.2711,-97.7437,Helena,Montana,46.5927,-112.0361,1363.2128891972868,1
168,Little Rock,Arkansas,34.7465,-92.2896,Augusta,Maine,44.3106,-69.7797,1363.5058988026221,0
903,Augusta,Maine,44.3106,-69.7797,Little Rock,Arkansas,34.7465,-92.2896,1363.5058988026221,1
2240,Montpelier,Vermont,44.2604,-72.5757,Pierre,South Dakoda,44.3684,-100.354,1367.1028623303923,0
